A,B,C,D,E,F,G,H,I,J,K,L
 Private,152375,9, Never-married, Sales, Not-in-family, Male,0,0,45, United-States,Yes
 Private,171550,9, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,38, United-States,Yes
 Private,211154,10, Divorced, Machine-op-inspct, Not-in-family, Male,0,0,52, United-States,Yes
 Private,202570,13, Never-married, Prof-specialty, Own-child, Male,0,0,15, United-States,Yes
 Self-emp-not-inc,168496,9, Divorced, Handlers-cleaners, Own-child, Male,0,0,10, United-States,Yes
 Private,68898,10, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,Yes
 Private,93235,9, Never-married, Sales, Not-in-family, Male,0,0,30, United-States,Yes
 Private,278924,10, Divorced, Craft-repair, Not-in-family, Male,0,0,44, United-States,Yes
 Self-emp-not-inc,311020,6, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,60, United-States,Yes
 Private,175878,10, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,Yes
 Private,543028,9, Never-married, Sales, Own-child, Male,0,0,40, United-States,Yes
 Private,202027,13, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,45, United-States,No
 Private,158926,14, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,50, South,Yes
 Self-emp-inc,76860,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,No
 Self-emp-not-inc,136063,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,30, United-States,Yes
 Private,186648,10, Never-married, Other-service, Own-child, Male,0,0,20, United-States,Yes
 Private,257509,10, Never-married, Sales, Not-in-family, Male,0,0,25, United-States,Yes
 Private,98155,10, Never-married, Transport-moving, Unmarried, Male,0,0,40, United-States,Yes
 Private,274198,3, Married-civ-spouse, Machine-op-inspct, Wife, Female,0,0,38, Mexico,Yes
 Private,97083,10, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,Yes
 ?,29825,9, Married-civ-spouse, ?, Husband, Male,0,0,5, United-States,Yes
 Private,262153,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,Yes
 Private,214738,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,Yes
 Private,138022,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,No
 Private,91842,10, Never-married, Sales, Not-in-family, Female,0,0,42, United-States,Yes
 Private,373662,2, Married-spouse-absent, Priv-house-serv, Not-in-family, Female,0,0,40, Guatemala,Yes
 Private,162003,9, Divorced, Machine-op-inspct, Not-in-family, Male,0,0,55, United-States,Yes
 ?,52114,10, Never-married, ?, Own-child, Female,0,0,10, United-States,Yes
 Local-gov,241843,1, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,Yes
 Private,375871,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, Mexico,Yes
 Private,186934,7, Married-civ-spouse, Machine-op-inspct, Husband, Male,3103,0,44, United-States,No
 Private,176900,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,99, United-States,No
 Private,21906,14, Never-married, Prof-specialty, Not-in-family, Female,0,0,25, United-States,Yes
 Private,132222,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,2415,40, United-States,No
 Private,143653,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,30, United-States,Yes
 Private,111567,13, Never-married, Sales, Not-in-family, Male,0,0,40, United-States,No
 Private,78602,12, Divorced, Other-service, Unmarried, Female,0,0,40, United-States,Yes
 Private,465507,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,Yes
 Self-emp-inc,196373,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,No
 Private,293227,9, Never-married, Other-service, Not-in-family, Female,0,0,45, United-States,Yes
 Private,241752,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,Yes
 Local-gov,166398,10, Divorced, Exec-managerial, Unmarried, Female,0,0,35, United-States,Yes
 Private,184682,10, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,Yes
 Self-emp-inc,108293,13, Married-civ-spouse, Exec-managerial, Wife, Female,0,1977,45, United-States,No
 Private,250802,10, Divorced, Craft-repair, Unmarried, Male,0,0,35, United-States,Yes
 Self-emp-not-inc,325159,10, Divorced, Farming-fishing, Unmarried, Male,0,0,40, United-States,Yes
 State-gov,174675,9, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,No
 Private,227065,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,43, United-States,No
 Private,269080,4, Widowed, Other-service, Unmarried, Female,0,0,40, United-States,Yes
 Private,177722,9, Never-married, Other-service, Own-child, Female,0,0,20, United-States,Yes
 Private,133461,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,Yes
 Private,239683,6, Married-civ-spouse, Craft-repair, Husband, Male,0,0,30, ?,Yes
 Self-emp-inc,398473,10, Married-civ-spouse, Sales, Husband, Male,0,0,70, United-States,No
 Local-gov,298785,6, Divorced, Transport-moving, Not-in-family, Male,0,0,40, United-States,Yes
 Self-emp-not-inc,123424,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,No
 Private,176286,12, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,No
 Private,150062,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, United-States,Yes
 Private,169240,9, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,38, United-States,Yes
 Private,288273,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,70, Mexico,Yes
 Private,526968,6, Divorced, Exec-managerial, Unmarried, Female,0,0,40, United-States,Yes
 Private,57066,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,Yes
 Private,323573,9, Never-married, Other-service, Own-child, Female,0,0,20, United-States,Yes
 Self-emp-inc,368825,10, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,No
 Self-emp-not-inc,189721,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,20, United-States,Yes
 Private,164966,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, India,No
 ?,94954,11, Widowed, ?, Not-in-family, Female,0,0,20, United-States,Yes
 Private,202046,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,35, United-States,No
 Private,161538,13, Never-married, Tech-support, Not-in-family, Female,0,0,35, United-States,Yes
 Private,105252,13, Widowed, Exec-managerial, Not-in-family, Male,0,2392,40, United-States,No
 Private,200153,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 Private,32185,9, Never-married, Transport-moving, Unmarried, Male,0,0,70, United-States,Yes
 Private,178326,10, Never-married, Sales, Not-in-family, Female,0,0,40, United-States,Yes
 Private,255957,10, Never-married, Exec-managerial, Not-in-family, Female,4101,0,40, United-States,Yes
 State-gov,188693,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,35, United-States,No
 Private,182977,9, Widowed, Other-service, Not-in-family, Female,2964,0,40, United-States,Yes
 Private,159929,9, Divorced, Handlers-cleaners, Own-child, Male,0,0,40, United-States,Yes
 Private,123207,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,44, United-States,Yes
 Private,284317,12, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,Yes
 ?,184699,9, Never-married, ?, Unmarried, Female,0,0,40, United-States,Yes
 Self-emp-not-inc,154474,9, Never-married, Farming-fishing, Unmarried, Male,0,0,42, United-States,Yes
 Local-gov,318280,9, Widowed, Protective-serv, Not-in-family, Male,0,0,40, United-States,No
 Private,254907,11, Divorced, Other-service, Not-in-family, Female,0,0,20, United-States,Yes
 Private,349221,9, Never-married, Craft-repair, Own-child, Female,0,0,35, United-States,Yes
 Private,335973,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,Yes
 Private,126701,9, Divorced, Craft-repair, Unmarried, Male,0,0,40, United-States,Yes
 Private,122159,10, Widowed, Prof-specialty, Not-in-family, Female,3325,0,40, United-States,Yes
 Private,187370,13, Never-married, Sales, Not-in-family, Male,0,1504,40, United-States,Yes
 Private,194636,11, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,Yes
 Self-emp-not-inc,124793,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,30, United-States,Yes
 Private,192835,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,50, United-States,No
 Private,290226,9, Never-married, Exec-managerial, Not-in-family, Male,0,0,45, United-States,Yes
 Private,112840,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States,No
 Private,89325,14, Divorced, Prof-specialty, Not-in-family, Male,0,0,45, United-States,Yes
 Federal-gov,33109,13, Divorced, Exec-managerial, Unmarried, Male,0,0,58, United-States,No
 Private,82465,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,2580,0,40, United-States,Yes
 Self-emp-inc,329980,13, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,50, United-States,No
 Private,148294,10, Never-married, Other-service, Own-child, Male,0,0,40, United-States,Yes
 Private,168212,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,1902,65, United-States,No
 State-gov,343642,9, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,No
 Local-gov,115244,13, Never-married, Prof-specialty, Own-child, Female,0,0,60, United-States,Yes
 Private,162572,9, Never-married, Other-service, Own-child, Male,0,0,16, United-States,Yes
 Private,356067,13, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,Yes
 Private,271567,9, Separated, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,Yes
 Self-emp-inc,180804,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,No
 Self-emp-not-inc,123011,9, Married-civ-spouse, Craft-repair, Husband, Male,15024,0,52, United-States,No
 Private,109186,10, Married-civ-spouse, Sales, Husband, Male,0,0,50, Germany,Yes
 Private,220537,9, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,Yes
 Private,124827,11, Never-married, Transport-moving, Own-child, Male,0,0,40, United-States,Yes
 Private,767403,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,3103,0,40, United-States,No
 Private,118494,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,44, United-States,No
 Private,173208,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,25, United-States,Yes
 Private,107373,4, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,Yes
 Private,26973,11, Married-civ-spouse, Tech-support, Wife, Female,0,0,40, United-States,No
 Private,191965,9, Widowed, Other-service, Unmarried, Female,0,0,32, United-States,Yes
 Private,122346,9, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,Yes
 ?,117201,9, Never-married, ?, Own-child, Male,0,0,30, United-States,Yes
 Private,198316,10, Never-married, Craft-repair, Not-in-family, Male,0,0,50, Japan,Yes
 Local-gov,123075,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,35, United-States,No
 Private,209370,9, Separated, Sales, Not-in-family, Female,0,0,30, United-States,Yes
 Private,33117,10, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,Yes
 Private,129042,9, Never-married, Machine-op-inspct, Unmarried, Female,0,0,40, United-States,Yes
 Private,169133,9, Married-civ-spouse, Other-service, Husband, Male,0,0,50, Yugoslavia,Yes
 Private,201624,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,45, ?,Yes
 Private,368561,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States,No
 Private,207848,6, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,Yes
 Self-emp-inc,138370,14, Married-spouse-absent, Sales, Not-in-family, Male,0,0,50, India,Yes
 Private,93106,11, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,Yes
 State-gov,223515,12, Never-married, Other-service, Own-child, Male,0,1719,20, United-States,Yes
 Private,389713,10, Never-married, Sales, Not-in-family, Male,0,0,40, United-States,Yes
 Private,206365,9, Never-married, Other-service, Not-in-family, Female,0,0,40, United-States,Yes
 ?,431192,4, Widowed, ?, Not-in-family, Male,0,0,2, United-States,Yes
 ?,241616,9, Never-married, ?, Unmarried, Male,0,2001,40, United-States,Yes
 Self-emp-inc,150726,5, Married-civ-spouse, Exec-managerial, Husband, Male,1409,0,1, ?,Yes
 Private,123785,9, Never-married, Other-service, Not-in-family, Male,0,0,75, United-States,Yes
 Private,289984,9, Divorced, Priv-house-serv, Unmarried, Female,0,0,30, United-States,Yes
 ?,164309,7, Married-civ-spouse, ?, Wife, Female,0,0,8, United-States,Yes
 Private,137018,9, Never-married, Other-service, Not-in-family, Female,0,0,40, United-States,Yes
 Private,137994,10, Never-married, Machine-op-inspct, Own-child, Female,0,0,40, United-States,Yes
 Private,341204,10, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,Yes
 Private,167005,13, Married-civ-spouse, Exec-managerial, Husband, Male,7688,0,60, United-States,No
 Private,34446,10, Never-married, Tech-support, Not-in-family, Female,0,0,37, United-States,Yes
 Private,187160,15, Divorced, Prof-specialty, Unmarried, Male,0,0,55, United-States,Yes
 ?,196288,12, Never-married, ?, Not-in-family, Female,0,0,20, United-States,Yes
 Private,217961,10, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,Yes
 Private,74631,10, Never-married, Sales, Not-in-family, Female,0,0,50, United-States,Yes
 Private,156667,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,1902,50, United-States,No
 Private,125155,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,Yes
 Self-emp-not-inc,263925,13, Married-civ-spouse, Sales, Husband, Male,0,0,40, Canada,No
 Private,296453,13, Married-civ-spouse, Adm-clerical, Husband, Male,7298,0,40, United-States,No
 Self-emp-not-inc,44728,10, Married-civ-spouse, Sales, Husband, Male,0,0,55, United-States,No
 Private,193026,10, Divorced, Craft-repair, Not-in-family, Male,0,0,40, Iran,Yes
 Private,87643,13, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,Yes
 Self-emp-not-inc,106742,8, Married-civ-spouse, Transport-moving, Husband, Male,0,0,75, United-States,Yes
 Private,302122,11, Divorced, Craft-repair, Not-in-family, Female,0,0,40, United-States,Yes
 Local-gov,193960,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,1902,40, United-States,No
 Private,185385,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,47, United-States,No
 Self-emp-not-inc,277647,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,35, United-States,Yes
 Private,128848,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,3471,0,40, United-States,Yes
 Private,377701,9, Married-civ-spouse, Other-service, Husband, Male,0,0,32, Mexico,Yes
 Private,157886,12, Separated, Other-service, Unmarried, Female,0,0,40, United-States,Yes
 Private,175958,10, Married-civ-spouse, Sales, Husband, Male,0,0,80, United-States,No
 Private,223004,10, Never-married, Other-service, Own-child, Male,0,0,40, United-States,Yes
 Private,199352,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,1977,80, United-States,No
 Private,29984,8, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,Yes
 Private,181651,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,Yes
 Private,117312,12, Divorced, Tech-support, Not-in-family, Female,0,0,60, United-States,Yes
 Local-gov,34029,13, Never-married, Prof-specialty, Own-child, Female,0,0,20, United-States,Yes
 Private,132879,9, Married-civ-spouse, Craft-repair, Husband, Male,0,1902,40, United-States,No
 Private,215310,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,No
 State-gov,55863,16, Married-civ-spouse, Prof-specialty, Wife, Female,0,1902,46, United-States,No
 Private,220384,7, Never-married, Adm-clerical, Own-child, Male,0,0,15, United-States,Yes
 Self-emp-not-inc,36012,10, Never-married, Craft-repair, Own-child, Male,0,0,20, United-States,Yes
 Private,137645,13, Never-married, Sales, Not-in-family, Female,0,1590,40, United-States,Yes
 Private,191342,13, Never-married, Sales, Own-child, Male,0,0,50, Taiwan,Yes
 Private,31339,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 State-gov,227910,11, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,No
 Private,173728,13, Separated, Prof-specialty, Unmarried, Female,0,0,40, United-States,Yes
 Local-gov,167816,9, Divorced, Exec-managerial, Not-in-family, Female,0,0,35, United-States,Yes
 Self-emp-not-inc,81642,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,60, United-States,Yes
 Local-gov,195258,10, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,No
 Private,232475,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,Yes
 Private,241259,11, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,Yes
 Private,118161,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,Yes
 Private,201954,13, Never-married, Exec-managerial, Not-in-family, Male,0,0,35, United-States,Yes
 Private,150533,10, Married-civ-spouse, Exec-managerial, Husband, Male,7298,0,52, United-States,No
 Private,412296,9, Divorced, Craft-repair, Own-child, Male,0,0,28, United-States,Yes
 Federal-gov,133060,12, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,No
 Self-emp-not-inc,120539,13, Never-married, Sales, Not-in-family, Male,0,0,50, United-States,No
 Private,196025,16, Married-spouse-absent, Prof-specialty, Not-in-family, Male,0,0,60, China,Yes
 Private,107793,9, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,Yes
 Private,163870,10, Never-married, Adm-clerical, Own-child, Male,0,0,40, United-States,Yes
 Self-emp-not-inc,361280,13, Never-married, Prof-specialty, Own-child, Male,0,0,20, India,Yes
 Private,92178,6, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,Yes
 ?,80710,9, Never-married, ?, Own-child, Female,0,0,40, United-States,Yes
 Self-emp-inc,260729,9, Married-civ-spouse, Sales, Wife, Female,0,1977,25, United-States,No
 Private,182254,10, Divorced, Prof-specialty, Unmarried, Female,0,0,40, United-States,Yes
 ?,140282,4, Married-civ-spouse, ?, Husband, Male,0,0,8, United-States,Yes
 Self-emp-inc,149865,13, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,60, United-States,No
 Self-emp-inc,218184,5, Married-civ-spouse, Exec-managerial, Husband, Male,0,1651,40, Mexico,Yes
 Private,118619,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,Yes
 Self-emp-not-inc,196791,12, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,25, United-States,No
 Local-gov,167999,9, Divorced, Adm-clerical, Unmarried, Female,0,0,33, United-States,Yes
 Private,51259,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,47, United-States,Yes
 Private,131088,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,25, United-States,Yes
 Private,118212,13, Married-civ-spouse, Craft-repair, Husband, Male,3103,0,40, United-States,No
 Private,293791,11, Married-civ-spouse, Transport-moving, Husband, Male,0,0,55, United-States,Yes
 Self-emp-inc,289430,14, Married-civ-spouse, Sales, Husband, Male,0,0,45, Mexico,No
 Private,35378,13, Married-civ-spouse, Sales, Wife, Female,0,0,45, United-States,No
 State-gov,60227,13, Never-married, Adm-clerical, Not-in-family, Male,0,0,38, United-States,Yes
 Private,168139,9, Married-civ-spouse, Sales, Wife, Female,0,0,40, United-States,Yes
 Private,290763,9, Divorced, Handlers-cleaners, Own-child, Female,0,0,40, United-States,Yes
 Self-emp-inc,226355,11, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,2415,70, ?,No
 Private,51100,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 Private,227644,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,50, United-States,Yes
 Local-gov,205267,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,No
 Private,288020,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, Japan,Yes
 Private,140863,10, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,Yes
 Federal-gov,170915,9, Divorced, Tech-support, Not-in-family, Female,4865,0,40, United-States,Yes
 State-gov,50178,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,38, United-States,Yes
 Private,112497,13, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,Yes
 Private,95244,10, Divorced, Other-service, Unmarried, Female,0,0,35, United-States,Yes
 Private,117606,11, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,Yes
 Private,89508,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,50, United-States,No
 Federal-gov,124244,9, Widowed, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,Yes
 Self-emp-not-inc,154374,10, Divorced, Other-service, Unmarried, Male,0,0,45, United-States,Yes
 Private,294936,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, United-States,Yes
 Private,347132,10, Never-married, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,Yes
 ?,181934,9, Divorced, ?, Not-in-family, Female,0,0,40, United-States,Yes
 Private,316672,9, Never-married, Other-service, Unmarried, Female,0,0,40, Mexico,Yes
 Private,189382,11, Never-married, Adm-clerical, Own-child, Female,0,0,38, United-States,Yes
 ?,184018,10, Divorced, ?, Unmarried, Male,0,0,40, United-States,Yes
 Private,184307,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, Jamaica,No
 Self-emp-not-inc,246212,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,No
 Federal-gov,250504,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,60, United-States,No
 Private,138705,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,53, United-States,Yes
 Private,328447,2, Married-civ-spouse, Craft-repair, Husband, Male,0,0,35, Mexico,Yes
 Private,194608,10, Never-married, Other-service, Own-child, Female,0,0,20, United-States,Yes
 Private,230891,10, Never-married, Sales, Not-in-family, Male,0,0,45, United-States,Yes
 Federal-gov,212448,9, Widowed, Sales, Unmarried, Female,0,0,40, Germany,Yes
 Private,214010,13, Never-married, Other-service, Not-in-family, Male,0,0,37, United-States,Yes
 Self-emp-not-inc,200235,10, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,Yes
 Private,354573,14, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,44, United-States,No
 Self-emp-inc,205733,10, Never-married, Exec-managerial, Not-in-family, Female,0,0,60, United-States,Yes
 Private,185041,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,50, United-States,Yes
 Self-emp-inc,84409,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,35, United-States,No
 Self-emp-inc,293196,9, Married-civ-spouse, Exec-managerial, Husband, Male,7298,0,40, United-States,No
 Private,241626,9, Never-married, Other-service, Own-child, Male,0,0,30, United-States,Yes
 Private,520586,10, Divorced, Adm-clerical, Unmarried, Female,0,0,39, United-States,Yes
 ?,35633,10, Never-married, ?, Not-in-family, Male,0,0,40, ?,Yes
 Private,302847,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,54, United-States,Yes
 State-gov,165309,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,Yes
 Private,117529,10, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,54, Mexico,Yes
 Private,106092,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,No
 State-gov,445824,14, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,50, United-States,No
 Private,227332,13, Never-married, Transport-moving, Unmarried, Male,0,0,40, ?,Yes
 Private,275691,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,28, United-States,Yes
 Private,193459,11, Married-civ-spouse, Craft-repair, Husband, Male,3411,0,40, United-States,Yes
 Private,284329,9, Widowed, Transport-moving, Unmarried, Male,0,0,40, United-States,Yes
 Private,114691,13, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,No
 Private,96062,12, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,No
 Private,133963,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,1977,40, United-States,No
 Private,178506,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,Yes
 Private,350498,13, Married-civ-spouse, Adm-clerical, Husband, Male,10605,0,20, United-States,No
 ?,131573,10, Never-married, ?, Own-child, Female,0,0,8, United-States,Yes
 Self-emp-not-inc,206291,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,Yes
 Private,182302,9, Divorced, Transport-moving, Not-in-family, Male,0,0,40, United-States,Yes
 Private,241346,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,43, United-States,Yes
 Private,157043,7, Divorced, Other-service, Not-in-family, Female,0,0,40, United-States,Yes
 Private,404616,14, Married-civ-spouse, Farming-fishing, Not-in-family, Male,0,0,99, United-States,No
 Private,411862,11, Never-married, Other-service, Not-in-family, Male,0,0,30, United-States,Yes
 Private,183013,9, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,Yes
 ?,169982,10, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,No
 Private,188544,11, Never-married, Adm-clerical, Own-child, Female,0,0,30, United-States,Yes
 State-gov,356619,9, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,48, United-States,No
 Private,45857,9, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States,Yes
 Local-gov,289886,7, Never-married, Other-service, Not-in-family, Male,0,0,45, United-States,Yes
 ?,146015,9, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,No
 Private,216237,13, Divorced, Exec-managerial, Not-in-family, Female,0,0,45, United-States,No
 Private,416745,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,Yes
 Private,202952,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,Yes
 Private,167725,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 ?,165637,14, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,Yes
 Federal-gov,43280,10, Never-married, Exec-managerial, Own-child, Female,0,0,40, United-States,Yes
 Private,118779,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,30, United-States,Yes
 State-gov,191269,13, Never-married, Adm-clerical, Not-in-family, Female,0,0,65, United-States,Yes
 Local-gov,247507,13, Never-married, Prof-specialty, Own-child, Male,0,0,35, United-States,Yes
 Private,239155,11, Divorced, Other-service, Not-in-family, Male,0,0,40, United-States,Yes
 Private,182862,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,No
 Private,33886,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,60, United-States,Yes
 Private,444304,13, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,Yes
 Private,187161,10, Never-married, Other-service, Own-child, Female,0,0,25, United-States,Yes
 Local-gov,116892,13, Divorced, Prof-specialty, Not-in-family, Female,0,0,40, United-States,Yes
 Local-gov,176813,12, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States,Yes
 Private,151616,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,55, United-States,Yes
 Private,240747,9, Never-married, Machine-op-inspct, Own-child, Female,0,0,40, Dominican-Republic,Yes
 Private,75472,9, Married-civ-spouse, Craft-repair, Husband, Male,4386,0,40, ?,Yes
 Federal-gov,320818,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,80, United-States,No
 Local-gov,235271,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,No
 Private,166497,13, Divorced, Craft-repair, Not-in-family, Male,0,0,35, United-States,Yes
 Private,344060,13, Never-married, Other-service, Not-in-family, Male,0,0,40, United-States,No
